一	a
侵吞	nxag
假	nxb
侓	nxbd
低层次	nxbt
健	nxby
僻静	nxcq
們	nxd
假若	nxeg
倨	nxej
假期	nxeq
牔	nxfd
侵权	nxfx
片面	nxgj
侵袭	nxgs
偓	nxhb
牋	nxhh
佊	nxi
侵占	nxij
偦	nxiq
侰	nxj
偉	nxjm
僻	nxjs
僜	nxju
僴	nxk
假日	nxka
假冒	nxkl
侵略	nxkr
偶函数	nxku
俑	nxl
俑	nxld
牘	nxll
覑	nxlr
侯	nxm
伊	nxma
侯	nxma
僪	nxml
牐	nxmn
仅管	nxmw
鄇	nxmy
傩	nxn
假使	nxna
片段	nxnc
牌	nxne
假借	nxne
傩	nxni
仅仅	nxnx
佷	nxo
侵入	nxod
侵蚀	nxoi
版	nxpx
僩	nxq
牏	nxqk
侵犯	nxqy
片儿	nxrd
伲	nxrr
牕	nxrw
仅	nxs
伬	nxs
假设	nxsq
侭	nxst
牎	nxsw
伊朗	nxsx
片刻	nxsz
假装	nxtb
牍	nxtg
假座	nxto
牉	nxub
偋	nxue
儘	nxul
侵	nxw
侵害	nxwc
假定	nxwd
牖	nxwf
牑	nxwl
牓	nxws
侵	nxwx
假案	nxwz
伃	nxxi
牗	nxxl
假	nxxx
片子	nxya
倔强	nxyj
侷	nxyj
牊	nxyj
僝	nxyy
倔	nxz
牒	nxzf
假如	nxzj
片断	nxzu
倔	nxzz
仍	ny
仔	nya
伺	nyaj
自力更生	nyam
亿万	nyay
仍未	nybk
保卫工作	nybn
亿元	nybr
佛教	nyby
亿	nyd
亿	nyda
体力劳动	nyeb
僎	nyeo
修改草案	nyew
仍不	nygi
仍有	nygq
健在	nygv
优异成绩	nyhz
他	nyi
伄	nyi
仍旧	nyik
伽	nyj
佋	nyj
亿吨	nyjh
保险业务	nykr
仍是	nykv
传导电流	nykv
仍	nym
仂	nym
保加利亚	nyma
侹	nymb
修改稿	nymm
伋	nyms
佛	nyn
健身	nync
佛	nynd
伺候	nyni
健全	nyoc
保险金	nyop
僇	nyop
代办处	nyor
保险单	nyou
保险公司	nyoy
健儿	nyrd
仍然	nyrg
仞	nys
仭	nys
修改意见	nysl
健壮	nytb
做习题	nytk
健康	nytx
健美	nyug
佀	nyvv
保卫祖国	nywj
怹	nywz
健	nyx
健	nyxb
自己的	nyyd
躬	nyz
仔细	nyzk
似	nz
身经百战	nzai
鼯	nzb
传统工艺	nzbe
作出规定	nzbw
鼠	nzd
似的	nzdv
値	nzel
鼠标	nzfb
僟	nzho
自始至终	nzhz
佁	nzj
侞	nzj
鼬	nzk
白细胞	nzkq
俟	nzm
俟	nzma
侔	nzmb
低收入	nzmo
似乎	nzmu
似	nzo
似	nzod
傪	nzop
俊	nzor
儠	nzoz
鼷	nzp
仏	nzs
传统文化	nzsn
作出决定	nztw
传统观念	nzxo
伮	nzxs
做好事	nzyd
作出了	nzzy
华约组织	nzzz
个	o
八	oa
合于	oaad
拿下	oaai
八一	oaav
合理	oack
合拢	oadg
征求	oadv
八十	oaed
微型机	oaef
合营	oaew
行政机构	oaff
合格	oafr
行政机关	oafu
龛	oag
行政区域	oahb
从无到有	oahg
合成	oahv
八成	oahv
征	oai
行政区	oaih
合	oaj
合唱	oajk
命中	oajv
贫下中农	oajw
命题	oaka
命题	oakg
公开监督	oaki
合影	oaks
盒	oal
合同	oald
惩罚	oals
征用	oalv
合用	oalv
行政管理	oamc
合算	oaml
合乎	oamu
征税	oamu
征集	oanf
合作	oanm
合伙	oanu
愈合	oaoa
命令	oaow
合金	oapa
征兵	oapo
俞	oaq
得天独厚	oaqg
命脉	oaqs
八月	oaqv
征服	oaqy
合肥	oaqy
行列式	oarh
惩处	oari
命名	oarj
行政处分	oaro
合计	oase
八旗	oasm
征文	oaso
征询	oasr
行政诉讼法	oass
行政部门	oast
合资	oatr
合并	oaue
合法	oavb
行政法规	oavb
惩治	oavz
愈	oaw
命运	oawb
合适	oawm
征途	oawo
合欢	oaxr
翕	oay
盒子	oaya
鸽子	oaya
愈加	oayj
征召	oayj
合力	oaym
惩办	oayo
合办	oayo
兮	oaz
很可能是	oazk
征收	oazm
愈好	oazy
会	ob
徒刑	obae
街	obb
徒工	obbi
街坊	obbs
八五攻关计划	obbu
八五攻关项目	obbu
会场	obby
会长	obch
待	obd
会期	obeq
八五期间	obet
徒劳	obew
待查	obfk
待机	obfq
会面	obgj
会有	obgq
仝	obi
会战	obij
徒步	obik
会上	obiv
街上	obiv
会员	objl
剑	obk
会师	obka
会晤	obkb
待业	obku
会堂	obkw
会同	obld
往来帐档	oblf
会见	oblr
徒手	obmd
待物	obmr
愈趋繁多	obmr
人工智能	obmz
徒	obo
会合	oboa
人工合成	oboh
愈来愈多	obor
愈来愈浓	obov
会后	obpa
分工负责	obrc
会儿	obrd
会计	obse
行动计划	obsh
会意	obsk
会话	obsm
会议	obss
会谈	obsu
街头	obtg
衙门	obtl
会前	obuq
徒弟	obuy
敛	obv
从来没有	obvg
待迂	obwa
待遇	obwk
会客	obwr
待客	obwr
街道	obwu
衙	obx
入场券	obyu
刽	obz
人均收入	obzo
全	oc
全天	ocag
全歼	ocar
全境	ocbs
全都	ocby
全场	ocby
全球	occd
全长	occh
全球性	ocdu
饵	oce
全勤	ocej
全村	ocfd
全校	ocfs
从现在开始	ocga
从现在起	ocgb
全套	ocgc
全厂	ocgg
全面	ocgj
循环气	ocgm
循环赛	ocgw
全区	ocho
全国	ocjc
全员	ocjl
全省	ockm
合理化	ockn
循环小数	ocku
全党	ockw
全县	oclz
全等	ocmb
全靠	ocmj
全程	ocmj
全年	ocmm
循环系统	ocmz
全身	ocnc
全体	ocnf
全集	ocnf
循环信用证	ocnl
全息	ocnw
合理化建议	ocny
全会	ocob
全人	ocod
合理合法	ocov
全盘	ocpl
全新	ocsf
全部	ocsj
全市	ocsl
全文	ocso
从长计议	ocss
合理冲撞	octd
合理流动	ocvb
从长远来看	ocwb
全家	ocwg
全军	ocwh
全局	ocxy
全书	ocxy
全民	ocyh
全力	ocym
全队	ocyo
全线	oczh
全能	oczq
全乡	oczz
人	od
入	oda
亼	oda
合	odaj
樖	odaj
汆	odak
侖	odal
屳	odal
糴	odan
肏	odao
鳰	odar
籴	odau
込	odaw
兦	odaz
佘	odb
人士	odba
人工	odbi
仝	odbi
佱	odbi
舎	odbj
佘	odbk
剉	odbk
畲	odbk
人均	odbr
夎	odbr
入境	odbs
人才培养	odbu
佥	odbv
入场	odby
会	odbz
侌	odbz
全	odc
入球	odcd
人事	oddj
人才	oddm
人的	oddv
仐	oded
侴	odek
人世	odev
厁	odey
人材	odfd
从技术上	odfi
盦	odfl
盫	odfl
人机	odfq
人格	odfr
人权	odfx
人大	odgd
睂	odgl
仺	odh
个	odi
企	odii
敍	odix
敆	odix
人口	odja
弇	odje
舗	odjf
颌	odjg
颔	odjg
頜	odjg
頷	odjg
龛	odjg
戧	odjh
企事业	odjk
創	odjk
畣	odjk
盒	odjl
人员	odjl
龠	odjl
拿	odjm
领事馆	odjo
鸽	odjr
鴿	odjr
欱	odjr
鶬	odjr
人事部	odjs
龕	odjs
命	odjy
郃	odjy
韱	odka
劊	odkk
觎	odkl
覦	odkl
毹	odkm
尒	odko
歈	odkr
企事业单位	odku
入水	odkv
氽	odkv
愈	odkw
入党	odkw
逾	odkw
鄃	odky
鄶	odky
龥	odlg
會	odlk
仚	odll
嵞	odll
入睡	odlm
龢	odlm
龡	odlr
鸙	odlr
禽	odlz
舍	odm
人生	odmc
入手	odmd
人手	odmd
余	odmf
舖	odmf
舍	odmi
人和	odmj
人种	odmj
微控制器	odmj
畬	odmk
峹	odml
敘	odmm
搻	odmm
雓	odmn
人物	odmr
人称	odmr
鵨	odmr
途	odmw
悆	odmw
叙	odmx
入伍	odnb
人身	odnc
介	odnd
入射	odnd
朇	odne
人体	odnf
人们	odnt
入侵	odnx
丛	odoa
坐	odob
耸	odoc
从	odod
人人	odod
仌	odod
傘	odoe
顩	odog
剣	odok
劍	odok
俎	odol
斂	odom
众	odoo
人丛	odoo
僉	odoo
歛	odor
怂	odow
公事公办	odoy
劎	odoy
人质	odpe
俞	odqk
兪	odqz
人名	odrj
龤	odrn
仑	odrr
亽	ods
入主	odsc
韽	odsk
征求意见	odsl
衾	odsr
人才交流	odsv
今	odsx
仒	odtd
斜	odte
入库	odth
人间	odtk
入门	odtl
人次	odtr
伞	odua
人情	oduc
人类	odug
人烟	oduj
人性	odum
德才兼备	odur
人为	oduv
人数	oduz
剑	odvk
人海	odvm
敛	odvm
人流	odvs
人才济济	odvv
入学	odvw
令	odw
领	odwg
領	odwg
人家	odwg
入神	odwk
刢	odwk
人造	odwm
人选	odwm
入选	odwm
敜	odwm
鸰	odwr
鴒	odwr
人道	odwu
入迷	odwu
邻	odwy
舘	odwy
人心	odwz
人马	odxa
酓	odxf
舒	odxi
含	odxj
人群	odxj
倉	odxj
龣	odxk
贪	odxl
貪	odxl
雂	odxn
欦	odxr
鳹	odxr
念	odxw
仓	ody
人民	odyh
戗	odyh
创	odyk
人力	odym
歙	odyr
鸧	odyr
瓴	odys
劒	odys
劔	odys
剱	odys
仓	odyy
翎	odyy
翕	odyy
翖	odyy
亾	odz
人参	odzg
刽	odzk
郐	odzy
公共	oe
公共场所	oebp
从古到今	oeho
馕	oej
德国	oejc
杀菌剂	oejs
馍	oek
德	oel
公共财政	oela
分蘖期	oeme
分蘖节	oeme
八十年代	oemn
公共秩序	oemt
分期付款	oenb
分期分批	oeod
德行	oeoi
馓	oeq
分散相	oeqf
分散剂	oeqs
分散度	oeqt
德文	oeso
公共交通	oesw
德育	oesz
公共关系	oeum
公共汽车	oevh
全世界	oevk
分散染料	oevu
饽	oew
公共道德	oewo
从古以来	oezb
分析	of
杀死	ofar
杀场	ofby
杀菌	ofej
从根本上	offi
分配原则	ofgl
弑	ofh
刹车	ofhe
刹	ofk
人机界面	ofkg
杀伤	ofnm
刹住	ofns
分析化学	ofnv
杀人	ofod
分析家	ofpw
合格证	ofrs
合格率	ofrs
人材外流	ofrv
分配关系	ofum
杀害	ofwc
刹那	ofyb
分配器	ofyj
分配律	ofyo
分配阀	ofyt
杀戮	ofyy
领	og
分压力	ogby
八面玲珑	ogcc
很大的	ogdd
饥不择食	ogdo
全面提高	ogds
全面落实	ogew
希奇	ogga
很有成效	oghs
很大成绩	oghz
得不到	ogih
会不会	ogio
舍不得	ogio
行不通	ogiw
创历史最高纪录	ogjk
微不足道	ogjw
人大常委会	ogkm
希	ogl
人大代表	ognc
得不偿失	ognm
很有希望	ogos
人大会议	ogos
全面铺开	ogpa
全面质量管理	ogpk
肴	ogq
希腊	ogqe
公有制	ogqm
全面解决	ogrt
希望	ogsq
希罕	ogwo
郄	ogz
全面发展	ogzx
得到	oh
公式化	ohbn
合成橡胶	ohfq
饶	ohg
饯	ohm
得到解决	ohrt
从东方升起	ohsm
分式方程	ohsm
彻夜	ohsn
彻底	ohtr
很感兴趣	ohvb
合成氨	ohvm
合成洗涤剂	ohvv
彻	ohy
公切线	ohyz
饨	ohz
合成纤维	ohzz
行	oi
彳	oiaa
得	oiad
衎	oiae
行政	oiai
征	oiai
衘	oiai
徰	oiai
徥	oiai
徛	oiaj
衞	oial
衟	oian
行列	oiar
杀虫剂	oias
德	oiaw
街	oibb
徍	oibb
待	oibd
徺	oibg
徟	oibj
徕	oibk
行走	oibo
徒	oibo
衏	oibr
徤	oiby
行动	oibz
彺	oic
徵	oicm
徴	oicm
行事	oidj
徣	oiek
循	oiel
徝	oiel
衖	oieo
忀	oier
徔	oiew
徭	oiez
徱	oifb
徆	oifj
徚	oifl
術	oifs
行李	oify
忁	oigk
徑	oihb
行车	oihe
行医	oihm
衐	oihx
彻	oihy
企	oii
聳	oiic
徙	oiii
徏	oiik
熧	oiiu
惩	oiiw
慫	oiiw
御	oiiy
徎	oijc
徊	oijj
徫	oijm
衛	oijm
衚	oijq
企图	oijr
衝	oikb
徸	oikb
徘	oikc
徜	oikl
行星	oikm
徲	oikm
復	oikr
企业	oiku
行业	oiku
行署	oilb
徂	oilc
衕	oild
行贿	oilg
躛	oilj
徻	oilk
徶	oilm
幑	oilm
衢	oiln
忂	oiln
衠	oilo
讏	oils
徳	oilw
憄	oilw
徃	oimc
行程	oimj
躗	oimj
讆	oims
彶	oims
懲	oimw
勶	oimy
行使	oina
徨	oinc
行人	oiod
從	oioi
徐	oiom
徠	oioo
彾	oiow
衑	oiow
行径	oiox
彸	oioz
衔	oip
銜	oip
行销	oipk
垼	oiqb
微	oiqm
徹	oiqm
役	oiqx
衡	oirg
徇	oirk
彴	oirs
彽	oirs
鸻	oirz
鴴	oirz
鵆	oirz
往	oisc
徿	oisi
徼	oism
徾	oism
彷	oisy
行头	oitg
行将	oitr
行情	oiuc
徉	oiuc
従	oiui
黴	oium
衜	oiun
行为	oiuv
衍	oiv
愆	oivw
行进	oiwb
徖	oiwb
行家	oiwg
行军	oiwh
徧	oiwl
徬	oiws
行礼	oiwz
彼	oix
律	oixb
径	oixb
徤	oixb
彼	oixi
徢	oixi
行驶	oixj
衙	oixj
很	oixo
徦	oixx
禦	oiyb
彵	oiyi
彿	oiyn
徯	oizg
徽	oizm
後	oizr
憄	oizw
衒	oizz
全国	oj
全国政协	ojae
入口处	ojar
人口增长	ojbc
贫困地区	ojbh
食品工业	ojbk
全国工商业联合会	ojbs
全国性	ojcu
公因式	ojdh
公因数	ojdu
全国劳模	ojef
贫困县	ojfl
贫困户	ojfw
馈	oji
徊	ojj
全中国人民	ojjo
盒	ojl
会员国	ojlj
馈赠	ojlu
全国委员会	ojmj
全国代表大会	ojnc
全国人大代表	ojog
全国人民	ojoy
食品公司	ojoy
全国人民代表大会	ojoy
全国各地	ojrb
兌	ojrd
敓	ojrm
八路军	ojrw
全国总工会	ojub
人口普查	ojuf
全中国	ojvj
公路运输	ojwh
全国冠军	ojww
公路建设	ojys
全国妇联	ojzc
人口出生率	ojzm
全国纪录	ojzx
全国妇女联合会	ojzz
得	ok
得	oka
今明两年	okam
公里跑	okbj
得志	okbw
徘	okc
待业青年	okcm
刈	okd
企业事业	okdk
得救	okdv
从小到大	okhg
得到	okhk
介电常数	okku
得当	okkx
徜	okl
全党同志	oklb
得罪	oklk
企业管理	okmc
得知	okmj
得失	okmo
得体	oknf
企业集团	oknj
企业自主权	okns
馄饨	okoh
徘徊	okoj
全党全国	okoj
从业人员	okoj
得分	okoy
分界线	okoz
得胜	okqm
馄	okr
合影留念	okro
得意	oksk
馒头	oktg
得奖	oktr
得慌	okue
企业界	okuk
企业化	okun
企业法	okuv
企业家	okuw
汆	okv
含水量	okvk
分水岭	okvl
得逞	okwj
企业承包	okxr
微电子技术	okyd
得力	okym
得了	okyv
得以	okzo
微电子	okzy
得出	okzz
会见	ol
微	ola
微型	olae
德黑兰	olbu
徂	olc
公用事业	oldk
合同制	oldm
微薄	olev
微机	olfq
微量	olka
微小	olko
衢	oll
微笑	olmm
微微	olol
微分	oloy
行贿受贿	olpl
微风	olqo
分崩离析	olsf
公用设施	olss
微米	oluf
微粒	olus
微波	olvx
微观	olxl
微弱	olyt
微妙	olzk
微细	olzk
拿	om
饪	omb
舒坦	ombk
领先地位	ombn
余地	ombv
斜坡	ombx
微生物	omcm
人生观	omcx
叙事	omdj
余热	omdq
御	ome
公垂线	omez
余	omf
饫	omg
斜面	omgj
饿	omh
余切	omhy
舍	omi
德智体	omjn
微积分	omjo
领先水平	omka
叙利亚	omka
创利税	omkm
饱和电流	omkv
舒畅	omky
饰	oml
余缺	omme
余种	ommj
余年	ommm
今年年底	ommt
微生物学	ommv
今年年初	ommw
公私合营	omoe
微积分学	omov
舒服	omqy
叙说	omsv
斜率	omsv
斜	omt
饱和状态	omtg
很简单	omtu
余粮	omus
余数	omuz
饱和溶液	omvv
途	omw
御寒	omwe
叙述	omwf
谷氨酸	omwf
舒适	omwm
余额	omwr
斜边	omwy
叙	omx
舒展	omxe
饬	omy
舒张	omyc
余弦	omys
分生孢子	omyy
今年以来	omzb
斜线	omzh
斜纹	omzs
合作	on
介于	onad
公使馆	onao
贪便宜	onaw
合作开发	onaz
合作项目	onbl
个体工商户	onbs
徨	onc
行使职权	oncf
介	ond
个体劳动者	oneb
个体户	onfw
介面	ongj
全体成员	onhj
人代会	onho
饷	onj
全自动	onlb
合作化	onmn
合作社	onmw
介入	onod
合作企业	onok
全体会议	onos
全体人民	onoy
介质	onpe
徼	ons
介意	onsk
合作关系	onum
馊	onx
个体经营	onze
合作经营	onze
个体经济	onzv
介绍	onzy
从	oo
丛	ooa
从政	ooai
从严	ooak
坐	oob
从未	oobk
从来	oobk
令人鼓舞	oobm
从动	oobz
耸	ooc
豃	oocm
釜	oocu
爺	oocy
从	ood
从事	oodj
待人接物	oodm
全人类	oodu
谼	ooeo
坐落	ooev
坐标	oofb
丛林	ooff
令行禁止	oofi
从不	oogi
从而	oogl
念念不忘	oogs
谹	oogz
个人成分	ooho
从此	ooir
谷	ooj
谺	oojh
欲	oojr
鹆	oojr
鵒	oojr
豅	oojs
从中	oojv
逧	oojw
卻	oojy
郤	oojy
微分电路	ookj
彼得堡	ookn
从小	ooko
个人电脑	ookq
从略	ookr
俎	ool
微微的	oold
豄	ooll
徐	oom
从今年起	oomb
谷物	oomr
从简	oomt
个人利益	oomu
坐位	oons
众	ooo
众人	oood
爸爸	oooo
爷爷	oooo
爹爹	oooo
豂	ooop
从今	ooos
合众社	ooow
斧	oop
斧	oopd
欲	oor
螸	oori
爹	oorr
众多	oorv
慾	oorw
父	oos
父亲	oosf
微分方程	oosm
欲望	oosq
个人主义	ooss
耸立	oosu
从头	ootg
斧头	ootg
从前	oouq
徐州	oovn
令人满意	oovs
怂	oow
谾	oowb
从容	oowo
谽	ooxj
饮食业	ooxk
怂恿	ooxl
从属	ooxm
丛书	ooxy
爷	ooy
父子	ooya
斧子	ooya
谷子	ooya
谻	ooyb
爸	ooyi
公分母	ooyz
豀	oozg
饱食终日	oozk
个人收入	oozo
分公司	oozy
父母	oozy
公斤	op
含金量	opak
合金钢	opap
今后工作	opbn
循环	opcg
衔接	opds
循	ope
饭碗	opgw
众所周知	oplm
徭	opm
徭役	opoq
饭馆	opow
领航员	opsj
饭店	opti
釡	opvv
饭	opx
全反射	opxn
馁	opz
得胜	oq
八月	oqa
饥	oqd
饥荒	oqes
饥饿	oqom
八月份	oqvn
役	oqx
饥民	oqyh
合肥市	oqys
很多	or
尩	orc
微处理机	orcf
微处理器	orcj
尣	ord
今儿个	ordo
衡	org
命名大会	orgo
馋	orj
徇	ork
衡量	orka
希尔顿	orkh
饮水	orkv
饮用	orlv
分解力	orly
饱和	ormj
馅	orn
饮	oro
饱含	oros
饮食	orox
尦	orrs
馏	ors
饮料	orut
饱满	orve
饱	ory
公务员	oryj
仑	orz
今	os
乂	osaa
乄	osaa
今天	osag
人言可畏	osak
今夏	osan
公证人	osao
往来	osbk
往	osc
今春	osco
往事	osdj
含蓄	oses
会议期间	oset
杀	osf
贪婪	osff
刹	osfk
会计核算	osfm
殺	osfq
颔	osg
希	osgl
含有	osgq
肴	osgq
弑	oshb
弒	oshb
含	osj
贪图	osjr
念叨	osjy
今日	oska
往日	oska
含量	oska
德意志	oskb
刈	oskd
今晨	oskg
今晚	oskr
含水	oskv
往常	oskw
贪	osl
欷	oslr
鵗	oslr
郗	osly
往复	osmk
今年	osmm
往年	osmm
会计制度	osmt
今秋	osmu
禽	oso
会计人员	osoj
爼	osol
彷徨	oson
往往	osos
爻	osos
今后	ospa
往后	ospa
殽	osqq
郩	osqy
今儿	osrd
今冬	osrt
剎	ossk
德高望重	ossm
含义	osso
会议主席团	osst
会议认为	ossu
会议室	ossw
众议院	ossy
念头	ostg
会议决定	ostw
含糊	osue
含着	osul
贪污	osvb
含混	osvk
念	osw
往返	oswp
含	osx
閷	osxo
念书	osxy
彷	osy
饺子	osya
敎	osym
全方位	osyn
瓻	osys
会议纪要	oszf
会谈纪要	oszf
凶	oszi
兇	oszr
鬯	oszr
郄	oszy
彻底	ot
循序见进	otlw
合资企业	otok
彻头彻尾	otox
领奖台	otrz
合资经营	otze
很快	ou
伞	oua
饼干	ouae
徉	ouc
公益事业	oudk
饼	oue
籴	ouf
微粒显影	oukk
从总体上	ouni
合情合理	ouoc
人类社会	ouwo
馐	oux
分清	ov
合法权利	ovfm
合法权益	ovfu
创汇额	ovhw
个别	ovjy
含油率	ovks
个体	ovnf
个位	ovns
个人	ovod
个个	ovov
贪污受贿	ovpl
个儿	ovrd
惩治腐败	ovtl
贪污盗窃	ovtw
个性	ovum
愆	ovw
入学率	ovws
个子	ovya
令	ow
瓴	owa
公安干警	owae
领土	owba
领域	owbh
八进制	owbm
全社会	owbo
领取	owcx
邻邦	owcy
领事	owdj
全过程	owdm
分道扬镳	owdp
令其	owec
领带	owew
合速度	owft
领	owg
行之有效	owgs
从容不迫	owgw
邻国	owjc
领略	owkr
人之常情	owku
人造棉	owmf
人造毛	owmm
领先	owmr
创造性	owmu
令箭	owmu
创造学	owmv
创造力	owmy
创造出	owmz
领会	owob
令人	owod
街心公园	owoj
很容易	owok
全心全意	owos
领航	owps
创造条件	owrn
领主	owsc
人道主义	owss
公安部门	owst
领头	owtg
得心应手	owtm
领奖	owtr
领悟	owub
领海	owvm
领空	owwb
领袖	owwk
邻近	owwp
邻居	owxe
邻	owy
馆子	owya
领子	owya
领导	owyd
人造卫星	owyk
领队	owyo
从实际出发	owyz
公安部	owzs
全神贯注	owzv
公安局	owzx
食	ox
饣	oxaa
飠	oxaa
餠	oxae
飦	oxae
饛	oxag
饤	oxai
飣	oxai
饲	oxaj
饸	oxaj
飼	oxaj
餄	oxaj
饖	oxak
馈	oxal
饋	oxal
律	oxb
饒	oxbg
食盐	oxbi
饵	oxce
餌	oxce
很长	oxch
餦	oxch
杀鸡取卵	oxcr
食指	oxdr
饆	oxeb
人尽其才	oxed
餴	oxee
饙	oxel
馔	oxeo
饌	oxeo
餀	oxeo
馕	oxer
饢	oxer
饟	oxer
餝	oxes
餔	oxfb
馎	oxfd
餺	oxfd
食槽	oxfe
饝	oxfg
餗	oxfj
很大	oxgd
餪	oxgg
餙	oxgl
很有	oxgq
餚	oxgq
餸	oxgw
饶	oxhg
餞	oxhh
饯	oxhm
饑	oxho
饨	oxhz
飩	oxhz
蚀	oxi
蝕	oxi
彼此	oxir
饄	oxjb
馑	oxjc
饉	oxjc
饓	oxjf
食品	oxjj
饇	oxjj
餬	oxjq
饾	oxju
餖	oxju
饐	oxju
馇	oxka
律师	oxka
餷	oxka
饘	oxka
馃	oxkf
餜	oxkf
馍	oxkg
饃	oxkg
餵	oxkh
饂	oxkl
很少	oxkm
很小	oxko
餲	oxkr
食堂	oxkw
餣	oxkz
飷	oxlc
餇	oxld
食具	oxlo
食用	oxlv
馉	oxlw
餶	oxlw
馒	oxlx
饅	oxlx
饿	oxm
饪	oxmb
飪	oxmb
餁	oxmb
饫	oxmg
飫	oxmg
饿	oxmh
饦	oxmh
餓	oxmh
飥	oxmh
餂	oxmi
飵	oxmi
饰	oxml
飾	oxml
食物	oxmr
饬	oxmy
饩	oxmy
飭	oxmy
飹	oxmy
餼	oxmy
餧	oxmz
餭	oxnc
饷	oxnj
径向	oxnj
餉	oxnj
餽	oxnj
很低	oxnr
馊	oxnx
餿	oxnx
很	oxo
从难从严	oxoa
飤	oxod
馀	oxom
餘	oxom
饺	oxoo
食欲	oxoo
餃	oxoo
飻	oxop
馂	oxor
餕	oxor
餰	oxov
饀	oxpn
饭	oxpx
飯	oxpx
馁	oxpz
餒	oxpz
饥	oxqd
飢	oxqd
馓	oxqm
饊	oxqm
饹	oxrj
餎	oxrj
饡	oxrl
馅	oxrn
餡	oxrn
饮	oxro
飲	oxro
飮	oxro
餳	oxro
馄	oxrr
餛	oxrr
饞	oxrs
馋	oxrt
很多	oxrv
饱	oxry
飽	oxry
飳	oxsc
餠	oxse
飰	oxsi
很高	oxsj
餢	oxsj
饻	oxsr
餏	oxsr
食糜	oxtf
很广	oxtg
饼	oxue
餅	oxue
餸	oxug
饎	oxuj
饍	oxuj
食性	oxum
食粮	oxus
食糖	oxut
餻	oxuu
餤	oxuu
很快	oxux
餆	oxvr
馆	oxw
餫	oxwf
飶	oxwm
食宿	oxwn
食道	oxwu
馆	oxwy
館	oxwy
饽	oxwy
餑	oxwy
馐	oxxe
饈	oxxe
餹	oxxj
餱	oxxm
很难	oxxn
餟	oxxx
很强	oxyj
馏	oxyk
餾	oxyk
饧	oxyo
很弱	oxyt
餯	oxzg
饴	oxzj
飴	oxzj
馌	oxzl
饁	oxzl
饚	oxzl
饠	oxzn
餩	oxzo
很好	oxzy
饳	oxzz
飿	oxzz
分	oy
饲	oya
分开	oyae
创刊	oyae
分子式	oyah
分子量	oyak
刽子手	oyam
分裂	oyar
分列	oyar
领导干部	oyas
人民政府	oyat
坌	oyb
分工	oybi
领导工作	oybn
盆地	oybv
领导责任	oycn
领导职务	oycr
领导班子	oycy
分	oyd
领导下	oyda
领导者	oydb
领导权	oydf
公民投票	oydf
分担	oydk
领导人	oydo
舍己救人	oydo
分批	oydr
分寸	oyds
领导层	oydx
弅	oye
贫苦	oyee
人民英雄	oyeg
人民共和国	oyem
分蘖	oyem
分期	oyeq
分散	oyeq
分获	oyeq
分支	oyex
领导机构	oyff
分档	oyfk
公民权利	oyfm
分析	oyfp
领导机关	oyfu
人民检察院	oyfw
分配	oyfy
颁	oyg
分布	oygl
颁布	oygl
颁	oygo
人民大会堂	oygo
頒	oygo
戗	oyh
领导成员	oyhj
人民币	oyhm
分区	oyho
全民族	oyhs
分成	oyhv
蚠	oyi
会引起	oyib
分歧	oyie
贫困	oyjf
岔路	oyjr
兺	oyjr
分别	oyjy
创	oyk
分量	oyka
人民日报	oykd
分界	oyko
分明	oykq
创业	oyku
分子电流	oykv
领导小组	oykz
贫	oyl
领导同志	oylb
盆	oylk
岔	oyll
领导岗位	oyln
贫	oylo
貧	oylo
分贝	oylo
人民内部矛盾	oyls
分手	oymd
分秒	oymk
创利	oymk
创制	oyml
分子生物学	oymm
攽	oymo
人民利益	oymu
人民生活	oymv
人民生活水平	oymv
贫乏	oymw
分管	oymw
分段	oync
仓皇	oync
人民代表	oync
人民代表大会	oync
创优	oyng
仓促	oynj
领导作用	oynl
创作	oynm
创伤	oynm
领导体制	oynm
领导作风	oynq
分化	oynr
仓储	oyns
饧	oyo
分会	oyob
分行	oyoi
分得	oyok
全民企业	oyok
分阶段	oyon
领导人民	oyoy
忿忿	oyoy
全民所有制	oypg
分钟	oypj
人民银行	oypo
分外	oyri
分解	oyrl
人民解放军	oyrs
分色	oyry
鳻	oyrz
创新	oysf
分享	oysj
分离	oyso
分辩	oyss
领导部门	oyst
创立	oysu
分辨	oysu
分头	oytg
仓库	oyth
颁奖	oytr
贫瘠	oytv
麄	oytx
分米	oyuf
分类	oyug
分忧	oyug
人际关系	oyum
饲养	oyun
舍己为人	oyuo
炃	oyuo
饲料	oyut
分为	oyuv
分数	oyuz
创举	oyva
分清	oyvc
创汇	oyvh
分泌	oyvw
人民法院	oyvy
忿	oyw
贫富	oywa
分之	oywa
分子运动论	oywb
分割	oywc
余弦定理	oywc
分家	oywg
创造	oywm
贫农	oywr
仓房	oyws
贫穷	oywy
人民军队	oywy
忿	oywz
分剧	oyxe
人民群众	oyxo
分局	oyxy
邠	oyy
分隔	oyya
分子	oyya
岔子	oyya
贫民	oyyh
分力	oyym
创办	oyyo
分队	oyyo
人民民主专政	oyys
人民民主	oyys
瓫	oyys
分院	oyyw
创建	oyyx
分红	oyzb
全力以赴	oyzb
分子结构	oyzf
分组	oyzl
创收	oyzm
人民出版社	oyzn
分发	oyzv
颁发	oyzv
分级	oyzy
分母	oyzy
创始	oyzz
公	oz
瓮	oza
