一	a
傹	nskr
停业	nsku
停水	nskv
億	nskw
停当	nskx
依照	nsky
仿照	nsky
停电	nskz
传言四起	nslb
位置	nsle
信用	nslv
敫	nsm
仿生	nsmc
信箱	nsmf
依靠	nsmj
停靠	nsmj
低产田	nsmk
仿制	nsml
依稀	nsmo
倣	nsmo
偐	nsmp
位移	nsmr
侪	nsn
侪	nsnd
储值	nsne
代谢酶	nsnf
自高自大	nsng
信贷	nsnh
信任	nsnm
信件	nsnm
停牌	nsnn
优良作风	nsnq
信仰	nsnr
自言自语	nsns
保证供应	nsnt
信息	nsnw
停息	nsnw
仿佛	nsny
集训队	nsny
优良传统	nsnz
伩	nso
仪征	nsoa
信徒	nsob
倅	nsoe
舆论界	nsok
傚	nsom
佼	nsoo
仪	nsos
信念	nsos
做文章	nsos
俲	nsoy
保证质量	nspk
停航	nsps
体育锻炼	nspu
住所	nspv
倍受	nspw
伉	nsq
伉	nsqd
信服	nsqy
依	nsr
依然	nsrg
依	nsrh
住处	nsri
储备	nsrk
集市贸易	nsrk
儕	nsrn
停留	nsrs
倂	nsse
停课	nssk
停放	nssm
停产	nssm
仿效	nsso
信访	nsss
体育新闻	nsst
傡	nssu
倍率	nssv
体育竞赛	nssw
信访局	nssx
依次	nstr
位	nsu
停火	nsuo
鼻旁窦	nsuw
体育总局	nsux
倍数	nsuz
信誉	nsva
依法	nsvb
停滞	nsve
信汇	nsvh
停泊	nsvn
信	nsvv
傍	nsw
停	nswa
体育运动	nswb
倍速	nswf
仿宋	nswf
儫	nswg
偙	nswl
仿造	nswm
住宅	nswm
住户	nswm
储户	nswm
住宿	nswn
仪容	nswo
仁义道德	nswo
住房	nsws
付诸实施	nsws
傍	nsws
信道	nswu
信心	nswz
位居	nsxe
自变量	nsxk
俍	nsxo
仿	nsy
位子	nsya
贷记卡	nsyi
信阳	nsyk
依附	nsyn
停办	nsyo
停飞	nsyt
住院	nsyw
依随	nsyw
体育场	nszb
自主经营	nsze
体育界	nszk
傗	nszk
侫	nszm
倿	nszm
体育馆	nszo
侅	nszo
俼	nszq
信纸	nszr
伭	nszz
们	nt
伤病员	ntaj
集装箱	ntbm
魁	nte
作斗争	nter
魁梧	ntfb
儣	ntg
佯装不知	ntgm
低头不语	ntgs
白头到老	nthb
健康成长	nthc
们	ntl
俯瞰	ntlx
侂	ntmh
集装箱货运船	ntmn
价廉物美	ntmu
传闻失实	ntmw
俯	ntn
白头偕老	ntnb
俯身	ntnc
俯	ntnd
仅次于	ntra
魁北克	ntre
佽	ntro
偝	ntrq
俯冲	nttj
健康状况	nttt
儦	ntuo
焦头烂额	ntuw
供应量	ntvk
供应链	ntvp
供应商	ntvs
顺应潮流	ntvv
俯视	ntwl
自决权	ntxf
傏	ntxj
傭	ntxl
健康险	ntxy
化妆品	ntzj
倒背如流	ntzv
伪	nu
粤	nua
伴	nub
傞	nubi
奥兰多	nubr
白兰地酒	nubv
佯	nuc
伴奏	nuca
焦耳	nuce
儯	nucu
併	nue
停火协议	nues
侎	nuf
僔	nufd
偤	nufd
自尊心	nufw
奥	nug
亿美元	nugb
自愧不如	nugz
粤东	nuhk
焦点	nuij
焦虑	nuiw
鼻烟壸	nujb
焦距	nujh
焦躁	nujj
侻	nujr
劁	nuk
伪劣	nukm
似懂非懂	nuku
僧	nul
俯首帖耳	nulc
焦炭	nulg
僧	nulk
儀	numh
休养生息	numn
奥秘	numw
伴侣	nunj
僧侣	nunj
保兑信用证	nunl
焦作	nunm
休养所	nunp
传为佳话	nuns
伙伴	nunu
伙	nuo
伙食	nuox
伪钞	nupk
偂	nuqk
向前看	nuqm
向前进	nuqw
鹪	nur
化为乌有	nurg
僯	nurm
焦急	nurx
伪证	nusa
粤语	nusb
伙计	nuse
伴音	nusk
代数方程	nusm
伪装	nutb
佯装	nutb
身兼数职	nuuc
僐	nuuj
倓	nuuo
传为美谈	nuus
伪善	nuuu
伪	nuv
奥运	nuwb
儝	nuwf
伪军	nuwh
伪造	nuwm
伊兹密尔	nuwr
伙房	nuws
僗	nuwy
傔	nuxk
倦	nuy
化为己有	nuyg
伪	nuys
偽	nuyu
伴随	nuyw
倦	nuyy
俤	nuyz
偻	nuz
身怀绝技	nuzd
代数式	nuzh
奥妙	nuzk
偻	nuzm
代数和	nuzm
代数学	nuzv
做法	nv
化学武器	nvaj
化学平衡	nvao
化学元素	nvbc
化学工业	nvbk
偷梁换柱	nvdf
他的	nvdv
川流不息	nvgn
停滞不前	nvgu
自学成才	nvhd
他国	nvjc
低消耗	nvkc
化油器	nvkj
储油罐	nvkm
盥洗盆	nvmo
自觉自愿	nvng
他们	nvnt
他人	nvod
化学分析	nvof
他从	nvoo
化学反应	nvpt
化学反应式	nvpt
他所	nvpv
传染病	nvqt
化学肥料	nvqu
传染源	nvqv
佻	nvr
依法处理	nvrc
佻	nvrd
货源充足	nvsj
化学方程式	nvsm
他说	nvsv
他将	nvtr
化学性质	nvup
依法治国	nvvj
自流灌溉	nvvv
化学式	nvwh
化学键	nvwp
自觉性	nvwu
化学能	nvwz
偷漏税	nvxm
他对	nvxv
依法办事	nvyd
化学防治	nvyv
化学结构式	nvzf
自治区	nvzh
自治旗	nvzs
自治州	nvzv
化学纤维	nvzz
您	nw
伫	nwa
供过于求	nwad
偏下	nwai
佇	nwai
付之一炬	nwau
儙	nway
皖	nwb
倥	nwbi
倧	nwbk
促进会	nwbo
奥运会	nwbo
货运船	nwbp
俒	nwbr
倒过来	nwdb
顺过来	nwdb
保守党	nwdk
传宗接代	nwdn
自定义	nwds
躭搁	nwdt
凭空捏造	nwdw
保守势力	nwdy
倾家荡产	nwes
鼻窦炎	nweu
俕	nwf
僆	nwfk
傧相	nwfl
保守机密	nwfw
偏大	nwgd
华达呢	nwgj
傢	nwgq
传家宝	nwgw
偏转	nwhb
付之东流	nwhv
偏上	nwiv
儐	nwkl
偏小	nwko
偏	nwl
儜	nwla
偏	nwld
偏内	nwlo
偏见	nwlr
息县	nwlz
佖	nwm
住宅楼	nwmf
侘	nwmh
住宅区	nwmh
候补委员	nwmj
偏重	nwmk
候选人	nwmo
保密制度	nwmt
僱	nwni
傕	nwni
偏向	nwnj
促进作用	nwnl
偏低	nwnr
身心健康	nwnt
偏偏	nwnw
仿宋体字	nwnw
偏僻	nwnx
住宿费	nwny
向社会开放	nwoa
僿	nwob
傛	nwoj
信守合同	nwol
偏食	nwox
傧	nwp
傧	nwpo
偏爱	nwpw
偏狭	nwqb
伔	nwqd
侬	nwr
侬	nwrh
偏外	nwri
侦察兵	nwrp
佗	nwrr
倇	nwry
白塞尔综合症	nwrz
偏高	nwsj
偏离	nwso
保守主义	nwss
自定义词	nwss
偏旁	nwsu
低迷状态	nwtg
偏瘫	nwtx
偏废	nwtz
偏差	nwub
息差	nwub
传递情报	nwud
传送带	nwue
偏激	nwvn
偏远	nwwb
偏袒	nwwk
保密守则	nwwl
保密锁	nwwp
鬼迷心窍	nwww
保密局	nwwx
偏心	nwwz
僶	nwx
僒	nwxj
倌	nwy
傓	nwyy
息	nwz
伈	nwz
偏心轮	nwzh
侒	nwzm
保安族	nwzs
息怒	nwzx
向心力	nwzy
片	nx
侵吞	nxag
奥马哈	nxaj
假	nxb
侓	nxbd
僻壤	nxbs
低层次	nxbt
伊吾	nxbx
健	nxby
伊春	nxco
僻静	nxcq
們	nxd
侵扰	nxdg
假若	nxeg
倨	nxej
假期	nxeq
假药	nxez
牔	nxfd
假相	nxfl
假想	nxfl
片酬	nxfv
侵权	nxfx
片面	nxgj
侵袭	nxgs
偓	nxhb
牋	nxhh
佊	nxi
侵占	nxij
偦	nxiq
侰	nxj
偉	nxjm
僻	nxjs
僜	nxju
僴	nxk
假日	nxka
假冒	nxkl
侵略	nxkr
偶函数	nxku
传承字	nxkw
俑	nxl
俑	nxld
牘	nxll
覑	nxlr
伊	nxm
侯	nxma
伊	nxma
伊犁	nxmk
僪	nxml
牐	nxmn
仅管	nxmw
鄇	nxmy
傩	nxn
假使	nxna
片段	nxnc
伊川	nxnd
牌	nxne
假借	nxne
倒买倒卖	nxne
傩	nxni
假货	nxnr
仅仅	nxnx
佷	nxo
侵入	nxod
侵蚀	nxoi
化验单	nxou
版	nxpx
僩	nxq
牏	nxqk
侵犯	nxqy
片儿	nxrd
假象	nxrj
假名	nxrj
伲	nxrr
牕	nxrw
仅	nxs
伬	nxs
假话	nxsm
假设	nxsq
侭	nxst
牎	nxsw
伊朗	nxsx
片刻	nxsz
假装	nxtb
片头	nxtg
牍	nxtg
假座	nxto
牉	nxub
偋	nxue
儘	nxul
伊河	nxva
侵	nxw
伊宁	nxwa
借尸还魂	nxwb
侵害	nxwc
假定	nxwd
牖	nxwf
牑	nxwl
牓	nxws
侵	nxwx
伊通	nxwx
优柔寡断	nxwz
假案	nxwz
侯马	nxxa
伃	nxxi
牗	nxxl
片尾	nxxm
假	nxxx
片子	nxya
倔强	nxyj
侷	nxyj
牊	nxyj
僝	nxyy
倔	nxz
牒	nxzf
假如	nxzj
片断	nxzu
假发	nxzv
倔	nxzz
仍	ny
仔	nya
伺	nyaj
自力更生	nyam
伸张正义	nyas
亿万	nyay
自卫队	nyay
佛坪	nyba
佛寺	nybd
仍未	nybk
保卫工作	nybn
亿元	nybr
佛教	nyby
佛珠	nycm
亿	nyd
亿	nyda
佛事	nydj
体力劳动	nyeb
僎	nyeo
修改草案	nyew
保险期限	nyey
保障机制	nyfm
伺机	nyfq
仍不	nygi
自强不息	nygn
仍有	nygq
健在	nygv
佛牙	nyhi
优异成绩	nyhz
他	nyi
伄	nyi
仍旧	nyik
伦巴舞	nyim
伽	nyj
佋	nyj
亿吨	nyjh
伽师	nyka
佛光	nykg
保险业务	nykr
仍是	nykv
传导电流	nykv
佛典	nyle
佛山	nyll
佛冈	nylo
仍	nym
仂	nym
保加利亚	nyma
侹	nymb
佛手	nymd
伦巴舞曲	nymk
修改稿	nymm
伋	nyms
佛	nyn
健身	nync
佛	nynd
伺候	nyni
佛像	nynr
佛龛	nyoa
健全	nyoc
保险金	nyop
僇	nyop
代办处	nyor
保险单	nyou
保险公司	nyoy
便民服务	nyqr
健儿	nyrd
仍然	nyrg
仞	nys
仭	nys
修改意见	nysl
健忘	nysw
健壮	nytb
做习题	nytk
佛门	nytl
健康	nytx
健美	nyug
化险为夷	nyug
佛法	nyvb
佀	nyvv
佛学	nyvw
白费心机	nywf
保卫祖国	nywj
佛祖	nywl
怹	nywz
健	nyx
健	nyxb
自己的	nyyd
白费力气	nyym
身强力壮	nyyt
佛陀	nyyw
躬	nyz
仔细	nyzk
仍能	nyzq
佛经	nyzx
似	nz
似无	nzag
身经百战	nzai
鼯	nzb
传统工艺	nzbe
低级趣味	nzbj
传统教育	nzbs
作出规定	nzbw
鼠	nzd
似的	nzdv
白发苍苍	nzee
传统节日	nzek
値	nzel
鼠标	nzfb
传统友谊	nzgs
僟	nzho
自始至终	nzhz
佁	nzj
侞	nzj
鼬	nzk
白细胞	nzkq
白纸黑字	nzlw
俟	nzm
俟	nzma
侔	nzmb
低收入	nzmo
似乎	nzmu
自给自足	nznj
俊俏	nznk
自编自演	nznv
似	nzo
似	nzod
傪	nzop
俊	nzor
儠	nzoz
鼷	nzp
集约化	nzrn
仏	nzs
鼠疫	nztq
作出决定	nztw
信以为真	nzue
鼠害	nzwc
伸缩管	nzwm
伸缩性	nzwu
伮	nzxs
做好事	nzyd
低级阶段	nzyn
作出了	nzzy
华约组织	nzzz
个	o
八	oa
合于	oaad
拿下	oaai
八百	oaan
八列	oaar
八一	oaav
八万	oaay
合理	oack
希夏邦马峰	oacx
合拢	oadg
行政事业单位	oadk
合拍	oadn
征求	oadv
八十	oaed
微型机	oaef
合营	oaew
盒带	oaew
行政机构	oaff
合格	oafr
行政机关	oafu
命根	oafx
龛	oag
合龙	oagm
微型面包车	oagr
行政区域	oahb
从无到有	oahg
拿到	oahk
谷丙转胺酶	oahq
合成	oahv
八成	oahv
征	oai
行政区	oaih
八点	oaij
公正性	oaiu
合	oaj
合唱	oajk
命中	oajv
贫下中农	oajw
很可能	oajz
命题	oaka
命题	oakg
公开监督	oaki
合影	oaks
合水	oakv
盒	oal
合同	oald
合山	oall
征购	oalr
惩罚	oals
征用	oalv
合用	oalv
歙县	oalz
命悬	oalz
行政管理	oamc
八千	oame
合算	oaml
征稿	oams
合乎	oamu
征税	oamu
征管	oamw
杀一儆百	oana
合川	oand
征集	oanf
合作	oanm
八倍	oans
合伙	oanu
八百米	oanu
愈合	oaoa
微型盒式录音带	oaoh
个百分点	oaoi
盒饭	oaop
命令	oaow
八分	oaoy
合金	oapa
征兵	oapo
俞	oaq
得天独厚	oaqg
命脉	oaqs
八月	oaqv
征服	oaqy
合肥	oaqy
行列式	oarh
惩处	oari
命名	oarj
行政处分	oaro
征订	oasa
合计	oase
合谋	oase
八旗	oasm
合剂	oasn
征文	oaso
征询	oasr
合议	oass
行政诉讼法	oass
行政部门	oast
合资	oatr
合并	oaue
八米	oauf
合法	oavb
行政法规	oavb
行政学院	oavy
惩治	oavz
愈	oaw
命运	oawb
贪天之功	oawb
合家	oawg
合宜	oawl
合适	oawm
征途	oawo
命案	oawz
合璧	oaxj
合欢	oaxr
拿骚	oaxx
翕	oay
盒子	oaya
鸽子	oaya
愈加	oayj
合阳	oayk
合力	oaym
合办	oayo
惩办	oayo
兮	oaz
很可能是	oazk
征收	oazm
合约	oazr
征婚	oazr
愈好	oazy
会	ob
徒刑	obae
会刊	obae
街	obb
会考	obba
徒工	obbi
街坊	obbs
全封闭	obbt
会场	obby
剑击	obbz
人老珠黄	obce
会长	obch
待聘	obck
待	obd
街巷	obeo
会期	obeq
八五期间	obet
徒劳	obew
待查	obfk
剑桥	obfm
待机	obfq
会面	obgj
会有	obgq
众志成城	obhb
会东	obhk
街区	obho
仝	obi
会战	obij
徒步	obik
会餐	obir
街上	obiv
会上	obiv
会员	objl
循规蹈矩	objm
剑	obk
会师	obka
会晤	obkb
会昌	obkk
愈来愈	obko
待业	obku
会堂	obkw
会同	obld
敛财	obld
往来账档	oblf
待岗	obll
往来账目	obll
会见	oblr
往来账单	oblu
人声鼎沸	oblv
徒手	obmd
人工牛黄	obme
愈趋繁多	obmr
人工智能	obmz
剑川	obnd
待售	obnj
徒	obo
会合	oboa
待人	obod
人工合成	oboh
坐地分赃	obol
瓮声瓮气	obom
愈来愈多	obor
愈来愈浓	obov
会馆	obow
会后	obpa
会风	obqo
分工负责	obrc
会儿	obrd
会务	obry
会计	obse
行动计划	obsh
会意	obsk
街市	obsl
会话	obsm
畲族	obsm
人均产值	obsn
会诊	obso
会议	obss
会谈	obsu
街头	obtg
衙门	obtl
剑阁	obtr
剑兰	obub
会前	obuq
徒弟	obuy
敛	obv
剑河	obva
从来没有	obvg
会演	obvw
会宁	obwa
待定	obwd
待遇	obwk
会客	obwr
街道	obwu
街边	obwy
会心	obwz
衙	obx
会费	obyn
入场券	obyu
刽	obz
人均收入	obzo
父老乡亲	obzs
全	oc
全天	ocag
全歼	ocar
全境	ocbs
全都	ocby
全场	ocby
全球	occd
全长	occh
全职	occj
全球性	ocdu
全球通	ocdw
人寿险	ocdy
饵	oce
全勤	ocej
全南	ocel
全票	ocfb
全村	ocfd
全枪	ocfo
全校	ocfs
全权	ocfx
从现在开始	ocga
从现在起	ocgb
全套	ocgc
全厂	ocgg
全面	ocgj
循环气	ocgm
循环赛	ocgw
全区	ocho
全盛	ochy
全国	ocjc
全员	ocjl
全省	ockm
合理化	ockn
分理处	ockr
全景	ocks
循环小数	ocku
全党	ockw
全县	oclz
全等	ocmb
全靠	ocmj
全程	ocmj
全重	ocmk
全年	ocmm
全称	ocmr
循环系统	ocmz
全身	ocnc
全体	ocnf
全集	ocnf
循环信用证	ocnl
全息	ocnw
合理化建议	ocny
全会	ocob
合理合法	ocov
全盘	ocpl
全貌	ocpn
全新	ocsf
全部	ocsj
全市	ocsl
全文	ocso
从长计议	ocss
合理冲撞	octd
念青唐古拉山	octe
全资	octr
饵料	ocut
全数	ocuz
合理流动	ocvb
全州	ocvn
从长远来看	ocwb
全家	ocwg
全军	ocwh
全选	ocwm
全额	ocwr
全局	ocxy
全书	ocxy
全民	ocyh
全力	ocym
全队	ocyo
合理建议	ocys
全线	oczh
全能	oczq
全乡	oczz
全垒	oczz
人	od
入	oda
亼	odaa
合	odaj
樖	odaj
汆	odak
侖	odal
屳	odal
糴	odan
肏	odao
鳰	odar
籴	odau
込	odaw
兦	odaz
仝	odb
人士	odba
人工	odbi
佱	odbi
仝	odbi
舎	odbj
佘	odbk
剉	odbk
畲	odbk
人均	odbr
夎	odbr
入境	odbs
人才培养	odbu
佥	odbv
入场	odby
会	odbz
侌	odbz
全	odc
入球	odcd
人事	oddj
人才	oddm
人的	oddv
仐	oded
侴	odek
入世	odev
人世	odev
厁	odey
欲擒故纵	odez
人材	odfd
从技术上	odfi
盦	odfl
盫	odfl
人机	odfq
人格	odfr
人权	odfx
人大	odgd
睂	odgl
仺	odh
人车	odhe
个	odi
企	odii
敍	odix
敆	odix
人口	odja
入围	odjb
入团	odjd
弇	odje
舗	odjf
颌	odjg
颔	odjg
頜	odjg
頷	odjg
龛	odjg
人事厅	odjg
戧	odjh
企事业	odjk
創	odjk
畣	odjk
人员	odjl
盒	odjl
龠	odjl
拿	odjm
领事馆	odjo
鸽	odjr
欱	odjr
鴿	odjr
鶬	odjr
公事包	odjr
人事部	odjs
龕	odjs
人事局	odjx
命	odjy
郃	odjy
韱	odka
入时	odkd
劊	odkk
觎	odkl
覦	odkl
毹	odkm
尒	odko
歈	odkr
企事业单位	odku
入水	odkv
氽	odkv
愈	odkw
入党	odkw
逾	odkw
鄃	odky
鄶	odky
入账	odlc
龥	odlg
會	odlk
仚	odll
嵞	odll
入睡	odlm
龢	odlm
入网	odlo
龡	odlr
鸙	odlr
禽	odlz
舍	odm
人生	odmc
入手	odmd
人手	odmd
余	odmf
舖	odmf
舍	odmi
人和	odmj
人种	odmj
微控制器	odmj
畬	odmk
峹	odml
敘	odmm
搻	odmm
雓	odmn
人物	odmr
人称	odmr
鵨	odmr
入秋	odmu
途	odmw
悆	odmw
叙	odmx
人气	odmy
入伍	odnb
人身	odnc
介	odnd
入射	odnd
朇	odne
人体	odnf
人像	odnr
入住	odns
人们	odnt
入侵	odnx
丛	odoa
坐	odob
耸	odoc
从	odod
人人	odod
仌	odod
傘	odoe
顩	odog
剣	odok
劍	odok
俎	odol
斂	odom
众	odoo
人丛	odoo
僉	odoo
歛	odor
怂	odow
公事公办	odoy
劎	odoy
人质	odpe
俞	odqk
入狱	odqs
兪	odqz
人名	odrj
龤	odrn
仑	odrr
人才外流	odrv
亽	ods
入主	odsc
人意	odsk
韽	odsk
征求意见	odsl
衾	odsr
人才交流	odsv
今	odsx
仒	odtd
斜	odte
入库	odth
人间	odtk
入门	odtl
人次	odtr
入资	odtr
伞	odua
人情	oduc
人类	odug
人烟	oduj
人性	odum
德才兼备	odur
人为	oduv
人数	oduz
人才流动	odvb
剑	odvk
敛	odvm
人海	odvm
人流	odvs
人才济济	odvv
入学	odvw
令	odw
领	odwg
領	odwg
人家	odwg
入室	odwh
入神	odwk
刢	odwk
人造	odwm
人选	odwm
入选	odwm
敜	odwm
鸰	odwr
鴒	odwr
人道	odwu
入迷	odwu
得寸进尺	odwx
邻	odwy
舘	odwy
人心	odwz
人马	odxa
酓	odxf
舒	odxi
含	odxj
人群	odxj
倉	odxj
龣	odxk
贪	odxl
貪	odxl
雂	odxn
欦	odxr
鳹	odxr
念	odxw
仓	ody
人民	odyh
戗	odyh
创	odyk
人力	odym
歙	odyr
鸧	odyr
瓴	odys
劒	odys
劔	odys
剱	odys
仓	odyy
翎	odyy
翕	odyy
翖	odyy
亾	odz
人参	odzg
刽	odzk
人才出众	odzo
剑拔弩张	odzy
郐	odzy
人缘	odzz
公共	oe
公共场合	oebo
公共场所	oebp
德都	oeby
八十米	oedu
德格	oefr
德惠	oefw
从古到今	oeho
德国	oejc
领带别针	oejp
杀菌剂	oejs
馍	oek
德里	oekb
德昌	oekk
德	oel
公共财政	oela
分蘖期	oeme
分蘖节	oeme
从某种程度上	oemm
八十年代	oemn
从某种意义上	oems
公共秩序	oemt
分期付款	oenb
德保	oenj
德化	oenr
分期分批	oeod
德行	oeoi
含苞待放	oeos
德钦	oepr
馓	oeq
分散相	oeqf
分散剂	oeqs
分散度	oeqt
德语	oesb
德文	oeso
公共交通	oesw
德育	oesz
德庆	oetg
公共关系	oeum
德兴	oeva
德江	oevb
德清	oevc
公共汽车	oevh
全世界	oevk
德州	oevn
分散染料	oevu
饽	oew
德宏	oewg
公共道德	oewo
德安	oewz
德阳	oeyk
从古以来	oezb
分析	of
分析天平	ofaa
杀死	ofar
杀灭	ofau
人杰地灵	ofbx
杀场	ofby
杀毒	ofcz
杀菌	ofej
从根本上	offi
待机而动	ofgb
很需要	ofgf
分配原则	ofgl
分析研究	ofgw
弑	ofh
刹车	ofhe
杀虫	ofia
刹	ofk
人机界面	ofkg
杀敌	ofmm
分配制度	ofmt
杀伤	ofnm
刹住	ofns
分析化学	ofnv
杀人	ofod
公检法	ofov
分析家	ofpw
凶相毕露	ofrf
合格率	ofrs
合格证	ofrs
人材外流	ofrv
合格证书	ofsx
分配关系	ofum
杀害	ofwc
刹那	ofyb
分配器	ofyj
分配律	ofyo
分配阀	ofyt
杀戮	ofyy
行李架	ofyy
领	og
分压力	ogby
八面玲珑	ogcc
很大的	ogdd
贪大求全	ogdo
饥不择食	ogdo
八大处	ogdr
全面提高	ogds
全面落实	ogew
全面禁止	ogfi
入不敷出	ogfz
希奇	ogga
食不厌精	oggu
从左到右	oghg
八面威风	oghq
很有成效	oghs
很大成绩	oghz
得不到	ogih
会不会	ogio
舍不得	ogio
徒有虚名	ogir
行不通	ogiw
很不好	ogiz
创历史最高纪录	ogjk
创历史新高	ogjs
微不足道	ogjw
人大常委会	ogkm
人大常委会委员长	ogkm
希	ogl
得而复失	ogmm
公有制经济	ogmz
人大代表	ognc
得不偿失	ognm
很有希望	ogos
人大会议	ogos
全面铺开	ogpa
全面质量管理	ogpk
肴	ogq
希腊	ogqe
公有制	ogqm
全面解决	ogrt
希望	ogsq
希冀	ogtr
从不间断	ogtz
饶有兴趣	ogvb
希罕	ogwo
郄	ogz
全面发展	ogzx
得到	oh
公式化	ohbn
合成橡胶	ohfq
合成树脂	ohfq
饶	ohg
饯	ohm
企划行销	ohop
得到解决	ohrt
从东方升起	ohsm
分式方程	ohsm
彻夜	ohsn
彻底	ohtr
很感兴趣	ohvb
合成氨	ohvm
合成洗涤剂	ohvv
盒式录影带	ohxk
盒式录音带	ohxs
彻	ohy
饶阳	ohyk
公切线	ohyz
饨	ohz
饶恕	ohzj
合成纤维	ohzz
行	oi
彳	oiaa
得	oiad
衎	oiae
行政	oiai
征	oiai
衘	oiai
徰	oiai
徥	oiai
徛	oiaj
衞	oial
衟	oian
行列	oiar
杀虫剂	oias
德	oiaw
街	oibb
徍	oibb
待	oibd
徺	oibg
徟	oibj
徕	oibk
行走	oibo
徒	oibo
衏	oibr
徤	oiby
行动	oibz
彺	oic
徵	oicm
徴	oicm
行事	oidj
徣	oiek
循	oiel
徝	oiel
衖	oieo
忀	oier
徔	oiew
徭	oiez
徱	oifb
徆	oifj
徚	oifl
術	oifs
行李	oify
忁	oigk
徑	oihb
行车	oihe
企划	oihk
行医	oihm
衐	oihx
彻	oihy
企	oii
聳	oiic
徙	oiii
徏	oiik
熧	oiiu
惩	oiiw
慫	oiiw
御	oiiy
徎	oijc
行距	oijh
徊	oijj
徫	oijm
衛	oijm
衚	oijq
企图	oijr
行踪	oijw
衝	oikb
徸	oikb
徘	oikc
徜	oikl
行星	oikm
徲	oikm
復	oikr
企业	oiku
行业	oiku
行署	oilb
徂	oilc
衕	oild
行贿	oilg
躛	oilj
徻	oilk
徶	oilm
幑	oilm
衢	oiln
忂	oiln
企盼	oilo
衠	oilo
讏	oils
徳	oilw
憄	oilw
徃	oimc
行程	oimj
躗	oimj
企鹅	oimr
彶	oims
讆	oims
企管	oimw
懲	oimw
勶	oimy
行使	oina
徨	oinc
行人	oiod
從	oioi
徐	oiom
徠	oioo
彾	oiow
衑	oiow
行径	oiox
彸	oioz
衔	oip
銜	oipa
行销	oipk
垼	oiqb
行猎	oiqe
微	oiqm
徹	oiqm
役	oiqx
衡	oirg
行乐	oirk
徇	oirk
鰴	oirm
彴	oirs
彽	oirs
鸻	oirz
鴴	oirz
鵆	oirz
往	oisc
徿	oisi
徼	oism
徾	oism
彷	oisy
行头	oitg
行将	oitr
行情	oiuc
徉	oiuc
従	oiui
黴	oium
衜	oiun
行为	oiuv
衍	oiv
行洪	oive
愆	oivw
行进	oiwb
徖	oiwb
行家	oiwg
行军	oiwh
徧	oiwl
徬	oiws
彼此之间	oiwt
行礼	oiwz
径	oixb
律	oixb
徤	oixb
欲壑难填	oixb
彼	oixi
徢	oixi
行驶	oixj
衙	oixj
很	oixo
行骗	oixw
徦	oixx
禦	oiyb
彵	oiyi
彿	oiyn
徯	oizg
徽	oizm
从此以后	oizp
後	oizr
憄	oizw
衒	oizz
全国	oj
全国政协	ojae
入口处	ojar
人口与计划生育委员会	ojas
欲哭无泪	ojav
人口增长	ojbc
贫困地区	ojbh
人口老龄化	ojbi
食品工业	ojbk
人口老化	ojbn
全国工商业联合会	ojbs
全国三八红旗手	ojco
全国性	ojcu
公因式	ojdh
瓮中捉鳖	ojdk
公因数	ojdu
全员劳动生产率	ojeb
全国劳模	ojef
食品药品监督管理局	ojej
贫困县	ojfl
贫困户	ojfw
馈	oji
徊	ojj
全中国人民	ojjo
盒	ojl
会员国	ojlj
馈赠	ojlu
坐吃山空	ojlw
全国委员会	ojmj
全国代表大会	ojnc
全国人大常委会	ojog
全国人大代表	ojog
全国人民	ojoy
全国人民代表大会	ojoy
食品公司	ojoy
全国各地	ojrb
兌	ojrd
敓	ojrm
八路军	ojrw
全国总工会	ojub
人口普查	ojuf
全中国	ojvj
命中率	ojvs
公路运输	ojwh
瓮中之鳖	ojwk
全国社会保障基金理事会	ojwo
全国冠军	ojww
贪图安逸	ojww
德国马克	ojxe
人困马乏	ojxm
众口难调	ojxs
公路建设	ojys
全国妇联	ojzc
人口出生率	ojzm
全国纪录	ojzx
全国妇女联合会	ojzz
得	ok
得	oka
今明两年	okam
八日游	okav
微量元素	okbc
得志	okbw
徘	okc
待业青年	okcm
刈	okd
企业事业	okdk
得救	okdv
德累斯顿	okeh
行业协会	okeo
今非昔比	oker
行业标准	okft
从小到大	okhg
得到	okhk
介电常数	okku
饮水思源	okkv
得当	okkx
徜	okl
全党同志	oklb
得罪	oklk
企业管理	okmc
得知	okmj
得失	okmo
得体	oknf
企业集团	oknj
企业信息化	oknn
企业自主权	okns
馄饨	okoh
徘徊	okoj
全党全国	okoj
从业人员	okoj
企业行为	okou
得分	okoy
分界线	okoz
得悉	okpw
得胜	okqm
馄	okr
合影留念	okro
徳昂族	okrs
得意	oksk
企业文化	oksn
馒头	oktg
得奖	oktr
得慌	okue
创业板	okuf
企业界	okuk
企业化	okun
企业债	okun
企业法	okuv
企业家	okuw
汆	okv
含水量	okvk
分水岭	okvl
得逞	okwj
企业承包	okxr
微电子技术	okyd
得力	okym
得了	okyv
企业经营	okze
得以	okzo
微电子	okzy
得出	okzz
会见	ol
微	ola
微型	olae
德黑兰	olbu
徂	olc
公用事业	oldk
合同制	oldm
合同法	oldv
微薄	olev
微机	olfq
贪赃枉法	olfv
欲罢不能	olgz
微软	olhr
微量	olka
微尘	olkb
微小	olko
公用电话	olks
衢	oll
众目睽睽	olll
微山	olll
微山湖	ollv
徽县	ollz
衢县	ollz
微笑	olmm
人赃俱获	olne
微微	olol
人山人海	olov
